tt,staname,stla,stlo,stel,evtname,evla,evlo,evel,period,weight,dist,vel
1,MX060,25.158,104.001,0,MX000,24.069,101.994,0,2.000,1,236.42140,3
1,MX061,25.429,104.019,0,MX000,24.069,101.994,0,2.000,1,254.33774,3
1,MX062,25.691,104.044,0,MX000,24.069,101.994,0,2.000,1,274.25922,3
1,MX063,25.938,103.999,0,MX000,24.069,101.994,0,2.000,1,289.59390,3
1,MX002,24.599,101.936,0,MX001,24.308,101.963,0,2.000,1,32.46128,3
1,MX003,24.852,101.992,0,MX001,24.308,101.963,0,2.000,1,60.41681,3
1,MX004,25.128,101.981,0,MX001,24.308,101.963,0,2.000,1,90.85486,3
1,MX005,25.424,102.044,0,MX001,24.308,101.963,0,2.000,1,123.91202,3
1,MX006,25.684,102.052,0,MX001,24.308,101.963,0,2.000,1,152.77065,3
1,MX007,25.994,101.987,0,MX001,24.308,101.963,0,2.000,1,186.82576,3
1,MX008,23.966,102.278,0,MX001,24.308,101.963,0,2.000,1,49.52459,3
1,MX009,24.273,102.269,0,MX001,24.308,101.963,0,2.000,1,31.22340,3
1,MX010,24.502,102.254,0,MX001,24.308,101.963,0,2.000,1,36.51595,3
1,MX011,24.794,102.222,0,MX001,24.308,101.963,0,2.000,1,59.91166,3
1,MX012,25.142,102.222,0,MX001,24.308,101.963,0,2.000,1,96.08450,3
1,MX013,25.481,102.275,0,MX001,24.308,101.963,0,2.000,1,133.72758,3
1,MX014,25.778,102.228,0,MX001,24.308,101.963,0,2.000,1,165.08009,3
1,MX015,26.019,102.326,0,MX001,24.308,101.963,0,2.000,1,193.05232,3
1,MX016,24.071,102.598,0,MX001,24.308,101.963,0,2.000,1,69.55424,3
1,MX017,24.235,102.543,0,MX001,24.308,101.963,0,2.000,1,59.43137,3
1,MX018,24.508,102.593,0,MX001,24.308,101.963,0,2.000,1,67.68234,3
1,MX019,24.907,102.564,0,MX001,24.308,101.963,0,2.000,1,90.07801,3
1,MX020,25.210,102.520,0,MX001,24.308,101.963,0,2.000,1,114.69627,3
1,MX021,25.487,102.546,0,MX001,24.308,101.963,0,2.000,1,143.31391,3
1,MX022,25.663,102.554,0,MX001,24.308,101.963,0,2.000,1,161.58626,3
1,MX023,25.939,102.620,0,MX001,24.308,101.963,0,2.000,1,192.52032,3
1,MX024,23.981,102.889,0,MX001,24.308,101.963,0,2.000,1,100.78354,3
1,MX025,24.215,102.910,0,MX001,24.308,101.963,0,2.000,1,96.65772,3
1,MX026,24.543,102.802,0,MX001,24.308,101.963,0,2.000,1,88.99147,3
1,MX027,24.869,102.904,0,MX001,24.308,101.963,0,2.000,1,113.77030,3
1,MX028,25.188,102.879,0,MX001,24.308,101.963,0,2.000,1,134.52173,3
1,MX029,25.444,102.848,0,MX001,24.308,101.963,0,2.000,1,154.47788,3
1,MX030,25.757,102.856,0,MX001,24.308,101.963,0,2.000,1,184.10085,3
1,MX031,26.026,102.796,0,MX001,24.308,101.963,0,2.000,1,208.09469,3
1,MX032,24.051,103.164,0,MX001,24.308,101.963,0,2.000,1,125.23922,3
1,MX033,24.274,103.132,0,MX001,24.308,101.963,0,2.000,1,118.74204,3
1,MX034,24.530,103.113,0,MX001,24.308,101.963,0,2.000,1,119.16493,3
1,MX035,24.854,103.144,0,MX001,24.308,101.963,0,2.000,1,134.07529,3
1,MX036,25.196,103.136,0,MX001,24.308,101.963,0,2.000,1,154.16720,3
1,MX037,25.498,103.195,0,MX001,24.308,101.963,0,2.000,1,181.27995,3
1,MX038,25.692,103.204,0,MX001,24.308,101.963,0,2.000,1,198.05291,3
1,MX039,25.962,103.121,0,MX001,24.308,101.963,0,2.000,1,217.32020,3
1,MX040,24.028,103.498,0,MX001,24.308,101.963,0,2.000,1,158.98315,3
1,MX041,24.332,103.415,0,MX001,24.308,101.963,0,2.000,1,147.33260,3
1,MX042,24.586,103.401,0,MX001,24.308,101.963,0,2.000,1,149.05393,3
1,MX043,24.826,103.407,0,MX001,24.308,101.963,0,2.000,1,157.16246,3
1,MX044,25.149,103.440,0,MX001,24.308,101.963,0,2.000,1,176.11527,3
1,MX045,25.416,103.463,0,MX001,24.308,101.963,0,2.000,1,195.09215,3
1,MX046,25.654,103.421,0,MX001,24.308,101.963,0,2.000,1,209.52523,3
1,MX047,26.058,103.499,0,MX001,24.308,101.963,0,2.000,1,248.10379,3
1,MX048,24.051,103.657,0,MX001,24.308,101.963,0,2.000,1,174.44272,3
1,MX049,24.356,103.718,0,MX001,24.308,101.963,0,2.000,1,178.14081,3
1,MX050,24.543,103.667,0,MX001,24.308,101.963,0,2.000,1,174.73723,3
1,MX051,24.884,103.714,0,MX001,24.308,101.963,0,2.000,1,188.40675,3
1,MX052,25.156,103.755,0,MX001,24.308,101.963,0,2.000,1,204.15220,3
1,MX053,25.424,103.690,0,MX001,24.308,101.963,0,2.000,1,213.84555,3
1,MX054,25.711,103.769,0,MX001,24.308,101.963,0,2.000,1,239.52512,3
1,MX055,26.022,103.709,0,MX001,24.308,101.963,0,2.000,1,258.88465,3
1,MX056,23.970,103.935,0,MX001,24.308,101.963,0,2.000,1,203.84984,3
1,MX057,24.274,103.956,0,MX001,24.308,101.963,0,2.000,1,202.37166,3
1,MX058,24.533,104.000,0,MX001,24.308,101.963,0,2.000,1,208.11304,3
1,MX059,24.887,104.006,0,MX001,24.308,101.963,0,2.000,1,216.59947,3
1,MX060,25.158,104.001,0,MX001,24.308,101.963,0,2.000,1,226.67989,3
1,MX061,25.429,104.019,0,MX001,24.308,101.963,0,2.000,1,242.05941,3
1,MX062,25.691,104.044,0,MX001,24.308,101.963,0,2.000,1,260.00537,3
1,MX063,25.938,103.999,0,MX001,24.308,101.963,0,2.000,1,273.44019,3
1,MX003,24.852,101.992,0,MX002,24.599,101.936,0,2.000,1,28.57910,3
1,MX004,25.128,101.981,0,MX002,24.599,101.936,0,2.000,1,58.67581,3
1,MX005,25.424,102.044,0,MX002,24.599,101.936,0,2.000,1,91.95354,3
1,MX006,25.684,102.052,0,MX002,24.599,101.936,0,2.000,1,120.73706,3
1,MX007,25.994,101.987,0,MX002,24.599,101.936,0,2.000,1,154.55679,3
1,MX008,23.966,102.278,0,MX002,24.599,101.936,0,2.000,1,78.27555,3
1,MX009,24.273,102.269,0,MX002,24.599,101.936,0,2.000,1,49.43143,3
1,MX010,24.502,102.254,0,MX002,24.599,101.936,0,2.000,1,34.01644,3
1,MX011,24.794,102.222,0,MX002,24.599,101.936,0,2.000,1,36.10100,3
1,MX012,25.142,102.222,0,MX002,24.599,101.936,0,2.000,1,66.70621,3
1,MX013,25.481,102.275,0,MX002,24.599,101.936,0,2.000,1,103.45739,3
1,MX014,25.778,102.228,0,MX002,24.599,101.936,0,2.000,1,133.84839,3
1,MX015,26.019,102.326,0,MX002,24.599,101.936,0,2.000,1,162.05282,3
1,MX016,24.071,102.598,0,MX002,24.599,101.936,0,2.000,1,89.07810,3
1,MX017,24.235,102.543,0,MX002,24.599,101.936,0,2.000,1,73.64508,3
1,MX018,24.508,102.593,0,MX002,24.599,101.936,0,2.000,1,67.39725,3
1,MX019,24.907,102.564,0,MX002,24.599,101.936,0,2.000,1,72.14146,3
1,MX020,25.210,102.520,0,MX002,24.599,101.936,0,2.000,1,89.72917,3
1,MX021,25.487,102.546,0,MX002,24.599,101.936,0,2.000,1,116.01046,3
1,MX022,25.663,102.554,0,MX002,24.599,101.936,0,2.000,1,133.31349,3
1,MX023,25.939,102.620,0,MX002,24.599,101.936,0,2.000,1,163.65523,3
1,MX024,23.981,102.889,0,MX002,24.599,101.936,0,2.000,1,118.54358,3
1,MX025,24.215,102.910,0,MX002,24.599,101.936,0,2.000,1,107.59030,3
1,MX026,24.543,102.802,0,MX002,24.599,101.936,0,2.000,1,87.99483,3
1,MX027,24.869,102.904,0,MX002,24.599,101.936,0,2.000,1,102.37607,3
1,MX028,25.188,102.879,0,MX002,24.599,101.936,0,2.000,1,115.48654,3
1,MX029,25.444,102.848,0,MX002,24.599,101.936,0,2.000,1,131.33607,3
1,MX030,25.757,102.856,0,MX002,24.599,101.936,0,2.000,1,158.24376,3
1,MX031,26.026,102.796,0,MX002,24.599,101.936,0,2.000,1,180.25102,3
1,MX032,24.051,103.164,0,MX002,24.599,101.936,0,2.000,1,138.63870,3
1,MX033,24.274,103.132,0,MX002,24.599,101.936,0,2.000,1,126.58070,3
1,MX034,24.530,103.113,0,MX002,24.599,101.936,0,2.000,1,119.49389,3
1,MX035,24.854,103.144,0,MX002,24.599,101.936,0,2.000,1,125.47944,3
1,MX036,25.196,103.136,0,MX002,24.599,101.936,0,2.000,1,138.13511,3
1,MX037,25.498,103.195,0,MX002,24.599,101.936,0,2.000,1,161.38337,3
1,MX038,25.692,103.204,0,MX002,24.599,101.936,0,2.000,1,176.10923,3
1,MX039,25.962,103.121,0,MX002,24.599,101.936,0,2.000,1,192.45416,3
1,MX040,24.028,103.498,0,MX002,24.599,101.936,0,2.000,1,170.72575,3
1,MX041,24.332,103.415,0,MX002,24.599,101.936,0,2.000,1,152.81942,3
1,MX042,24.586,103.401,0,MX002,24.599,101.936,0,2.000,1,148.45861,3
1,MX043,24.826,103.407,0,MX002,24.599,101.936,0,2.000,1,151.00872,3
1,MX044,25.149,103.440,0,MX002,24.599,101.936,0,2.000,1,163.76897,3
1,MX045,25.416,103.463,0,MX002,24.599,101.936,0,2.000,1,178.76876,3
1,MX046,25.654,103.421,0,MX002,24.599,101.936,0,2.000,1,189.93425,3
1,MX047,26.058,103.499,0,MX002,24.599,101.936,0,2.000,1,225.54685,3
1,MX048,24.051,103.657,0,MX002,24.599,101.936,0,2.000,1,184.97984,3
1,MX049,24.356,103.718,0,MX002,24.599,101.936,0,2.000,1,182.65322,3
1,MX050,24.543,103.667,0,MX002,24.599,101.936,0,2.000,1,175.48095,3
1,MX051,24.884,103.714,0,MX002,24.599,101.936,0,2.000,1,182.58143,3
1,MX052,25.156,103.755,0,MX002,24.599,101.936,0,2.000,1,193.86648,3
1,MX053,25.424,103.690,0,MX002,24.599,101.936,0,2.000,1,199.20427,3
1,MX054,25.711,103.769,0,MX002,24.599,101.936,0,2.000,1,222.05139,3
1,MX055,26.022,103.709,0,MX002,24.599,101.936,0,2.000,1,238.10790,3
1,MX056,23.970,103.935,0,MX002,24.599,101.936,0,2.000,1,214.60625,3
1,MX057,24.274,103.956,0,MX002,24.599,101.936,0,2.000,1,208.04713,3
1,MX058,24.533,104.000,0,MX002,24.599,101.936,0,2.000,1,209.28775,3
1,MX059,24.887,104.006,0,MX002,24.599,101.936,0,2.000,1,211.82952,3
1,MX060,25.158,104.001,0,MX002,24.599,101.936,0,2.000,1,217.69276,3
1,MX061,25.429,104.019,0,MX002,24.599,101.936,0,2.000,1,229.48055,3
1,MX062,25.691,104.044,0,MX002,24.599,101.936,0,2.000,1,244.55931,3
1,MX063,25.938,103.999,0,MX002,24.599,101.936,0,2.000,1,255.29882,3
1,MX004,25.128,101.981,0,MX003,24.852,101.992,0,2.000,1,30.51006,3
1,MX005,25.424,102.044,0,MX003,24.852,101.992,0,2.000,1,63.51302,3
1,MX006,25.684,102.052,0,MX003,24.852,101.992,0,2.000,1,92.35897,3
1,MX007,25.994,101.987,0,MX003,24.852,101.992,0,2.000,1,126.46410,3
1,MX008,23.966,102.278,0,MX003,24.852,101.992,0,2.000,1,102.33647,3
1,MX009,24.273,102.269,0,MX003,24.852,101.992,0,2.000,1,69.97290,3
1,MX010,24.502,102.254,0,MX003,24.852,101.992,0,2.000,1,47.01342,3
1,MX011,24.794,102.222,0,MX003,24.852,101.992,0,2.000,1,24.14483,3
1,MX012,25.142,102.222,0,MX003,24.852,101.992,0,2.000,1,39.61381,3
1,MX013,25.481,102.275,0,MX003,24.852,101.992,0,2.000,1,75.24128,3
1,MX014,25.778,102.228,0,MX003,24.852,101.992,0,2.000,1,105.27711,3
1,MX015,26.019,102.326,0,MX003,24.852,101.992,0,2.000,1,133.50572,3
1,MX016,24.071,102.598,0,MX003,24.852,101.992,0,2.000,1,106.08623,3
1,MX017,24.235,102.543,0,MX003,24.852,101.992,0,2.000,1,88.25955,3
1,MX018,24.508,102.593,0,MX003,24.852,101.992,0,2.000,1,71.81048,3
1,MX019,24.907,102.564,0,MX003,24.852,101.992,0,2.000,1,58.16539,3
1,MX020,25.210,102.520,0,MX003,24.852,101.992,0,2.000,1,66.37271,3
1,MX021,25.487,102.546,0,MX003,24.852,101.992,0,2.000,1,89.78380,3
1,MX022,25.663,102.554,0,MX003,24.852,101.992,0,2.000,1,106.18041,3
1,MX023,25.939,102.620,0,MX003,24.852,101.992,0,2.000,1,136.00059,3
1,MX024,23.981,102.889,0,MX003,24.852,101.992,0,2.000,1,132.59354,3
1,MX025,24.215,102.910,0,MX003,24.852,101.992,0,2.000,1,116.76160,3
1,MX026,24.543,102.802,0,MX003,24.852,101.992,0,2.000,1,88.85480,3
1,MX027,24.869,102.904,0,MX003,24.852,101.992,0,2.000,1,92.14336,3
1,MX028,25.188,102.879,0,MX003,24.852,101.992,0,2.000,1,96.96403,3
1,MX029,25.444,102.848,0,MX003,24.852,101.992,0,2.000,1,108.44712,3
1,MX030,25.757,102.856,0,MX003,24.852,101.992,0,2.000,1,132.69198,3
1,MX031,26.026,102.796,0,MX003,24.852,101.992,0,2.000,1,153.15996,3
1,MX032,24.051,103.164,0,MX003,24.852,101.992,0,2.000,1,148.27420,3
1,MX033,24.274,103.132,0,MX003,24.852,101.992,0,2.000,1,132.08291,3
1,MX034,24.530,103.113,0,MX003,24.852,101.992,0,2.000,1,118.91469,3
1,MX035,24.854,103.144,0,MX003,24.852,101.992,0,2.000,1,116.44949,3
1,MX036,25.196,103.136,0,MX003,24.852,101.992,0,2.000,1,121.60981,3
1,MX037,25.498,103.195,0,MX003,24.852,101.992,0,2.000,1,140.76661,3
1,MX038,25.692,103.204,0,MX003,24.852,101.992,0,2.000,1,153.51687,3
1,MX039,25.962,103.121,0,MX003,24.852,101.992,0,2.000,1,167.38648,3
1,MX040,24.028,103.498,0,MX003,24.852,101.992,0,2.000,1,177.90681,3
1,MX041,24.332,103.415,0,MX003,24.852,101.992,0,2.000,1,155.15773,3
1,MX042,24.586,103.401,0,MX003,24.852,101.992,0,2.000,1,145.62617,3
1,MX043,24.826,103.407,0,MX003,24.852,101.992,0,2.000,1,143.09664,3
1,MX044,25.149,103.440,0,MX003,24.852,101.992,0,2.000,1,149.84686,3
1,MX045,25.416,103.463,0,MX003,24.852,101.992,0,2.000,1,160.96348,3
1,MX046,25.654,103.421,0,MX003,24.852,101.992,0,2.000,1,169.13630,3
1,MX047,26.058,103.499,0,MX003,24.852,101.992,0,2.000,1,202.01244,3
1,MX048,24.051,103.657,0,MX003,24.852,101.992,0,2.000,1,190.75020,3
1,MX049,24.356,103.718,0,MX003,24.852,101.992,0,2.000,1,183.21379,3
1,MX050,24.543,103.667,0,MX003,24.852,101.992,0,2.000,1,172.92250,3
1,MX051,24.884,103.714,0,MX003,24.852,101.992,0,2.000,1,174.00819,3
1,MX052,25.156,103.755,0,MX003,24.852,101.992,0,2.000,1,181.08666,3
1,MX053,25.424,103.690,0,MX003,24.852,101.992,0,2.000,1,182.51414,3
1,MX054,25.711,103.769,0,MX003,24.852,101.992,0,2.000,1,202.64736,3
1,MX055,26.022,103.709,0,MX003,24.852,101.992,0,2.000,1,215.87543,3
1,MX056,23.970,103.935,0,MX003,24.852,101.992,0,2.000,1,219.95820,3
1,MX057,24.274,103.956,0,MX003,24.852,101.992,0,2.000,1,209.04784,3
1,MX058,24.533,104.000,0,MX003,24.852,101.992,0,2.000,1,206.30183,3
1,MX059,24.887,104.006,0,MX003,24.852,101.992,0,2.000,1,203.56064,3
1,MX060,25.158,104.001,0,MX003,24.852,101.992,0,2.000,1,205.62567,3
1,MX061,25.429,104.019,0,MX003,24.852,101.992,0,2.000,1,214.13460,3
1,MX062,25.691,104.044,0,MX003,24.852,101.992,0,2.000,1,226.61586,3
1,MX063,25.938,103.999,0,MX003,24.852,101.992,0,2.000,1,235.04572,3
1,MX005,25.424,102.044,0,MX004,25.128,101.981,0,2.000,1,33.41029,3
1,MX006,25.684,102.052,0,MX004,25.128,101.981,0,2.000,1,62.08095,3
1,MX007,25.994,101.987,0,MX004,25.128,101.981,0,2.000,1,95.97508,3
1,MX008,23.966,102.278,0,MX004,25.128,101.981,0,2.000,1,132.09809,3
1,MX009,24.273,102.269,0,MX004,25.128,101.981,0,2.000,1,98.97995,3
1,MX010,24.502,102.254,0,MX004,25.128,101.981,0,2.000,1,74.59914,3
1,MX011,24.794,102.222,0,MX004,25.128,101.981,0,2.000,1,44.25782,3
1,MX012,25.142,102.222,0,MX004,25.128,101.981,0,2.000,1,24.32752,3
1,MX013,25.481,102.275,0,MX004,25.128,101.981,0,2.000,1,49.06855,3
1,MX014,25.778,102.228,0,MX004,25.128,101.981,0,2.000,1,76.23209,3
1,MX015,26.019,102.326,0,MX004,25.128,101.981,0,2.000,1,104.62256,3
1,MX016,24.071,102.598,0,MX004,25.128,101.981,0,2.000,1,132.61999,3
1,MX017,24.235,102.543,0,MX004,25.128,101.981,0,2.000,1,114.03516,3
1,MX018,24.508,102.593,0,MX004,25.128,101.981,0,2.000,1,92.39207,3
1,MX019,24.907,102.564,0,MX004,25.128,101.981,0,2.000,1,63.76131,3
1,MX020,25.210,102.520,0,MX004,25.128,101.981,0,2.000,1,55.07405,3
1,MX021,25.487,102.546,0,MX004,25.128,101.981,0,2.000,1,69.41217,3
1,MX022,25.663,102.554,0,MX004,25.128,101.981,0,2.000,1,82.72643,3
1,MX023,25.939,102.620,0,MX004,25.128,101.981,0,2.000,1,110.51444,3
1,MX024,23.981,102.889,0,MX004,25.128,101.981,0,2.000,1,156.76871,3
1,MX025,24.215,102.910,0,MX004,25.128,101.981,0,2.000,1,138.04193,3
1,MX026,24.543,102.802,0,MX004,25.128,101.981,0,2.000,1,105.26216,3
1,MX027,24.869,102.904,0,MX004,25.128,101.981,0,2.000,1,97.41215,3
1,MX028,25.188,102.879,0,MX004,25.128,101.981,0,2.000,1,90.79798,3
1,MX029,25.444,102.848,0,MX004,25.128,101.981,0,2.000,1,94.14866,3
1,MX030,25.757,102.856,0,MX004,25.128,101.981,0,2.000,1,112.24614,3
1,MX031,26.026,102.796,0,MX004,25.128,101.981,0,2.000,1,128.91884,3
1,MX032,24.051,103.164,0,MX004,25.128,101.981,0,2.000,1,168.98641,3
1,MX033,24.274,103.132,0,MX004,25.128,101.981,0,2.000,1,150.02325,3
1,MX034,24.530,103.113,0,MX004,25.128,101.981,0,2.000,1,132.17277,3
1,MX035,24.854,103.144,0,MX004,25.128,101.981,0,2.000,1,121.25690,3
1,MX036,25.196,103.136,0,MX004,25.128,101.981,0,2.000,1,116.70704,3
1,MX037,25.498,103.195,0,MX004,25.128,101.981,0,2.000,1,128.91872,3
1,MX038,25.692,103.204,0,MX004,25.128,101.981,0,2.000,1,138.04733,3
1,MX039,25.962,103.121,0,MX004,25.128,101.981,0,2.000,1,147.20270,3
1,MX040,24.028,103.498,0,MX004,25.128,101.981,0,2.000,1,196.04717,3
1,MX041,24.332,103.415,0,MX004,25.128,101.981,0,2.000,1,169.66780,3
1,MX042,24.586,103.401,0,MX004,25.128,101.981,0,2.000,1,155.58149,3
1,MX043,24.826,103.407,0,MX004,25.128,101.981,0,2.000,1,147.82895,3
1,MX044,25.149,103.440,0,MX004,25.128,101.981,0,2.000,1,147.15155,3
1,MX045,25.416,103.463,0,MX004,25.128,101.981,0,2.000,1,152.66121,3
1,MX046,25.654,103.421,0,MX004,25.128,101.981,0,2.000,1,156.18133,3
1,MX047,26.058,103.499,0,MX004,25.128,101.981,0,2.000,1,184.05797,3
1,MX048,24.051,103.657,0,MX004,25.128,101.981,0,2.000,1,207.46140,3
1,MX049,24.356,103.718,0,MX004,25.128,101.981,0,2.000,1,195.36797,3
1,MX050,24.543,103.667,0,MX004,25.128,101.981,0,2.000,1,182.29319,3
1,MX051,24.884,103.714,0,MX004,25.128,101.981,0,2.000,1,176.95054,3
1,MX052,25.156,103.755,0,MX004,25.128,101.981,0,2.000,1,178.86124,3
1,MX053,25.424,103.690,0,MX004,25.128,101.981,0,2.000,1,175.18504,3
1,MX054,25.711,103.769,0,MX004,25.128,101.981,0,2.000,1,191.09896,3
1,MX055,26.022,103.709,0,MX004,25.128,101.981,0,2.000,1,199.85960,3
1,MX056,23.970,103.935,0,MX004,25.128,101.981,0,2.000,1,235.84362,3
1,MX057,24.274,103.956,0,MX004,25.128,101.981,0,2.000,1,221.10835,3
1,MX058,24.533,104.000,0,MX004,25.128,101.981,0,2.000,1,214.48117,3
1,MX059,24.887,104.006,0,MX004,25.128,101.981,0,2.000,1,206.13065,3
1,MX060,25.158,104.001,0,MX004,25.128,101.981,0,2.000,1,203.71370,3
1,MX061,25.429,104.019,0,MX004,25.128,101.981,0,2.000,1,207.94240,3
1,MX062,25.691,104.044,0,MX004,25.128,101.981,0,2.000,1,216.74676,3
1,MX063,25.938,103.999,0,MX004,25.128,101.981,0,2.000,1,221.78956,3
1,MX006,25.684,102.052,0,MX005,25.424,102.044,0,2.000,1,28.87586,3
1,MX007,25.994,101.987,0,MX005,25.424,102.044,0,2.000,1,63.41943,3
1,MX008,23.966,102.278,0,MX005,25.424,102.044,0,2.000,1,163.16267,3
1,MX009,24.273,102.269,0,MX005,25.424,102.044,0,2.000,1,129.42486,3
1,MX010,24.502,102.254,0,MX005,25.424,102.044,0,2.000,1,104.29783,3
1,MX011,24.794,102.222,0,MX005,25.424,102.044,0,2.000,1,72.05367,3
1,MX012,25.142,102.222,0,MX005,25.424,102.044,0,2.000,1,35.97323,3
1,MX013,25.481,102.275,0,MX005,25.424,102.044,0,2.000,1,24.11082,3
1,MX014,25.778,102.228,0,MX005,25.424,102.044,0,2.000,1,43.41106,3
1,MX015,26.019,102.326,0,MX005,25.424,102.044,0,2.000,1,71.73274,3
1,MX016,24.071,102.598,0,MX005,25.424,102.044,0,2.000,1,159.94186,3
1,MX017,24.235,102.543,0,MX005,25.424,102.044,0,2.000,1,140.98434,3
1,MX018,24.508,102.593,0,MX005,25.424,102.044,0,2.000,1,115.58637,3
1,MX019,24.907,102.564,0,MX005,25.424,102.044,0,2.000,1,77.67817,3
1,MX020,25.210,102.520,0,MX005,25.424,102.044,0,2.000,1,53.48263,3
1,MX021,25.487,102.546,0,MX005,25.424,102.044,0,2.000,1,50.94492,3
1,MX022,25.663,102.554,0,MX005,25.424,102.044,0,2.000,1,57.72187,3
1,MX023,25.939,102.620,0,MX005,25.424,102.044,0,2.000,1,81.30730,3
